label,claim,evidence
0,"Steve McIntyre noticed a strange  discontinuity in US temperature data, occurring around January 2000.","In 2007, McIntyre started auditing the various corrections made to temperature records, in particular those relating to the urban heat island effect.He discovered a discontinuity in some U.S. records in the Goddard Institute for Space Studies (GISS) dataset starting in January 2000.The adjustment reduced the average temperatures for the continental United States by about 0.15 °C during the years 2000-2006."
1,"As a result, ""The warmest  year on US record is now 1934.","2013 was the warmest year ever in the contiguous United States and about one-third of all Americans experienced 10 days or more of 100-degree heat.In 2012, the United States experienced its warmest year on record.The U.S. had its warmest March–May on record in 2012.The warmest year on record is 2012, with a mean temperature of 57.4 °F (14.1 °C)."
1,"Nevertheless over the last decade, daily record high temperatures occurred twice as often as record lows.","Lows at or below freezing can be expected 40 nights annually, but extended stretches with daily high temperatures below 40 °F (4 °C) are very rare, with a recent exception in January 2014."
1,"""The 30 major droughts of the 20th century were likely natural in all respects; and, hence, they are ""indicative of what could also happen in the future,"" as Narisma","Some evidence suggests that droughts have been occurring more frequently because of global warming and they are expected to become more frequent and intense in Africa, southern Europe, the Middle East, most of the Americas, Australia, and Southeast Asia.Originally it was believed that the drought in the Sahel primarily was caused by humans over-using natural resources in the region through overgrazing, deforestation and poor land management.Increased variability and intensity of rainfall as a result of climate change is expected to produce both more severe droughts and flooding, with potentially serious consequences for water supply and for pollution from combined sewer overflows."
0,Everybody knows that the Pacific island of Tuvalu is sinking. ...,"""A rising tide: Planning the future of a sinking island"".""'Sinking' Pacific nation is getting bigger, showing islands are geologically dynamic: study | The Japan Times"".""Coral islands defy sea-level rise over the past century: Records from a central Pacific atoll""."
1,Around 1990 it became obvious the local tide-gauge did not agree - there was no evidence of 'sinking.',"He also stated that ""I believe it must have been in places, not a continuous rip"", but that the different openings must have extended along an area of around 300 feet, to account for the flooding in several compartments."
0,What they find is sea level rise has been steadily accelerating over the past century.,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century.""Antarctica ice melt has accelerated by 280% in the last 4 decades"".Climate scientists expect the rate to further accelerate during the 21st century.However scientists have found that ice is being lost, and at an accelerating rate."
0,"A paper by Ross McKitrick, an economics professor at the  University of Guelph, and Patrick Michaels, an environmental studies  professor at the University of Virginia, concludes that half of the  global warming trend from 1980 to 2002 is caused by Urban Heat Island.","For example, Ross McKitrick and Patrick J. Michaels conducted a statistical study of surface-temperature data regressed against socioeconomic indicators, and concluded that about half of the observed warming trend (for 1979–2002) could be accounted for by the residual UHI effects in the corrected temperature data set they studied—which had already been processed to remove the (modeled) UHI contribution."
0,"While urban areas are undoubtedly warmer than surrounding rural areas, this has had little to no impact on warming trends.","On the other hand, one 1999 comparison between urban and rural areas proposed that urban heat island effects have little influence on global mean temperature trends."
0,"While the Medieval Warm Period saw unusually warm temperatures in some regions, globally the planet was cooler than current conditions.","Global temperature records taken from ice cores, tree rings, and lake deposits, have shown that the Earth may have been slightly cooler globally (by 0.03 °C) than in the early and mid-20th century."
0,Now scientists are telling us that Mars is experiencing its own planetary warming: Martian warming.,"""Mars Melt Hints at Solar, Not Human, Cause for Warming, Scientist Says""."
0,"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.","The 2007 melt season let to a minimum 39% below the 1979–2000 average, and for the first time in human memory, the fabled Northwest Passage opened completely.On August 21, 2007, the Northwest Passage became open to ships without the need of an icebreaker.On September 14, 2007, the European Space Agency stated that ice loss that year had opened up the historically impassable passage, setting a new low of ice cover as seen in satellite measurements which went back to 1978.The extreme loss in 2007 rendered the passage ""fully navigable""."
1,What you were not told was that the data that triggered this record is only available back to the late 1970s.,"The Car of Tomorrow was first tested in December 2005, and was first revealed to the public in 2006, with numerous safety improvements being touted."
0,"We know the Northwest Passage had been open before.""","On August 21, 2007, the Northwest Passage became open to ships without the need of an icebreaker."
0,Arctic sea ice has been retreating over the past 30 years.,"Due to the poleward migration of the planet's isotherms (about 56 km (35 mi) per decade during the past 30 years as a consequence of global warming), the Arctic region (as defined by tree line and temperature) is currently shrinking.Global warming has led to decades of shrinking and thinning of the Arctic sea ice, making it vulnerable to atmospheric anomalies.A composite record of Arctic ice demonstrates that the floes' retreat began around 1900, experiencing more rapid melting beginning within the past 50 years."
0,Surface measurements find more downward infrared radiation warming the planet's surface.,"The warmed surface emits infrared radiation, but the atmosphere is relatively opaque to infrared and slows the emission of energy, warming the planet.This heat, in the form of infrared radiation, gets absorbed and emitted by these gases in the atmosphere, thus warming the lower atmosphere and the surface."
0,Early estimates of ocean heat from the Argo showed a cooling bias due to pressure sensor issues.,"Ocean heat content can be estimated using temperature measurements obtained by a Nansen bottle, an ARGO float, or ocean acoustic tomography."
0,The CO2 that nature emits (from the ocean and vegetation) is balanced by natural absorptions (again by the ocean and vegetation).,"Most sources of CO 2 emissions are natural, and are balanced to various degrees by natural CO 2 sinks."
0,"Therefore human emissions upset the natural balance, rising CO2 to levels not seen in at least 800,000 years.","Human activities have caused CO 2 to increase above levels not seen in hundreds of thousands of years.These levels are much higher than at any time during the last 800,000 years, the period for which reliable data have been collected from ice cores."
0,"In fact, human emit 26 gigatonnes of CO2 per year while CO2 in the atmosphere is rising by only 15 gigatonnes per year - much of human CO2 emissions is being absorbed by natural sinks.","The oceans act as an enormous carbon sink, and have taken up about a third of CO 2 emitted by human activity.Presently, oceans are CO2 sinks, and represent the largest active carbon sink on Earth, absorbing more than a quarter of the carbon dioxide that humans put into the air.This increase has occurred despite the uptake of more than half of the emissions by various natural ""sinks"" involved in the carbon cycle."
0,"""Unquestionably, the U.N. Intergovernmental Panel on Climate Change (IPCC) was formed to build the scientific case for humanity being the primary cause of global warming.","According to the Intergovernmental Panel on Climate Change (IPCC), it is ""extremely likely"" that human influence was the dominant cause of global warming between 1951 and 2010.The Intergovernmental Panel on Climate Change (IPCC) is an intergovernmental body of the United Nations that is dedicated to providing the world with objective, scientific information relevant to understanding the scientific basis of the risk of human-induced climate change, its natural, political, and economic impacts and risks, and possible response options.Since the mid-20th century, most of the observed warming is ""likely"" (greater than 66% probability, based on expert judgement) due to human activities.""The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.In it, the IUGG concurs with the ""comprehensive and widely accepted and endorsed scientific assessments carried out by the Intergovernmental Panel on Climate Change and regional and national bodies, which have firmly established, on the basis of scientific evidence, that human activities are the primary cause of recent climate change""."
0,"The IPCC lead authors are experts in their field, instructed to fairly represent the full range of the up-to-date, peer-reviewed literature.","The choice of authors aims for a range of views, expertise and geographical representation, ensuring representation of experts from developing and developed countries and countries with economies in transition.The IPCC was tasked with reviewing peer-reviewed scientific literature and other relevant publications to provide information on the state of knowledge about climate change.Lead authors of IPCC reports assess the available information about climate change based on published sources.According to IPCC guidelines, authors should give priority to peer-reviewed sources."
0,"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming","At the end of an ice age, warming from increased CO 2 would increase the amount of water vapour, amplifying its effect in a feedback process.Water vapor responds to and amplifies effects of the other greenhouse gases.Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming."
1,"The public understand it, in that if  you get a fall evening or spring evening and the sky is clear the heat  will escape and the temperature will drop and you get frost.","As the water vapor condenses into liquid, latent heat is released, which warms the air, causing it to become less dense than the surrounding, drier air."
1,"If there is  a cloud cover, the heat is trapped by water vapour as a greenhouse gas  and the temperature stays quite warm.","If cloud cover increases, more sunlight will be reflected back into space, cooling the planet."
0,Water vapour is the most dominant greenhouse gas.,"Water vapor is the most abundant greenhouse gas and is the largest contributor to the natural greenhouse effect, despite having a short atmospheric lifetime (about 10 days).The dominant contributor to the greenhouse effect is water vapour (~50%), with clouds (~25%) and CO 2 (~20%) also playing an important role.While water vapour (~50%) and clouds (~25%) are the biggest contributors to the greenhouse effect, they increase as a function of temperature and are therefore considered feedbacks."
0,"“A leading Canadian authority on polar bears, Mitch Taylor, said: ‘We’re  seeing an increase in bears that’s really unprecedented, and in places  where we’re seeing a decrease in the population","Warnings about the future of the polar bear are often contrasted with the fact that worldwide population estimates have increased over the past 50 years and are relatively stable today.In Nunavut, some Inuit have reported increases in bear sightings around human settlements in recent years, leading to a belief that populations are increasing."
0,The costs of inaction far outweigh the costs of mitigation.,"By addressing climate change, we can avoid the costs associated with the effects of climate change.According to the Stern Review, inaction can be as high as the equivalent of losing at least 5% of global gross domestic product (GDP) each year, now and forever (upto 20% of the GDP or more when including a wider range of risks and impacts), whereas mitigating climate change will only cost about 2% of the GDP.Cline noted that the Review's large cost-benefit ratio for mitigation policy allows room for these long-term costs to be reduced substantially but still support aggressive action to reduce emissions."
1,Economic assessments of proposed policy to put a price on carbon emissions are in widespread agreement that the net economic impact will be minor.,This is considered as a particularly difficult policy proposal as the economic growth of developing countries are proportionally reflected in the growth of greenhouse emissions.Economists have different views over the cost estimates of climate change mitigation given in the Review.
0,"Greenland on the whole is losing ice, as confirmed by multiple satellite and on the ground field measurements.","Play media Satellite measurements of Greenland's ice cover from 1979 to 2009 reveals a trend of increased melting.Findings show that Greenland has lost 3.8 trillion tonnes of ice since 1992, enough to raise sea levels by almost 11mm (1.06cm)."
0,"While the Greenland interior is in mass balance, the coastlines are losing ice.","""Greenland's Coastal Ice Caps Have Melted Past The Point Of No Return"".Methods agree that the Totten Glacier has lost ice in recent decades in response to ocean warming and possibly a reduction in local sea ice cover."
0,Overall Greenland is losing ice mass at an accelerating rate.,"The rate of the decline in entire Arctic ice coverage is accelerating.Average annual ice loss in Greenland more than doubled in the early 21st century compared to the 20th century.""A tipping point in refreezing accelerates mass loss of Greenland's glaciers and ice caps""."
0,"While there are direct ways in which CO2 is a pollutant (acidification of the ocean), its primary impact is its greenhouse warming effect.","Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.The emission of greenhouse gases leads to global warming which affects ecosystems in many ways."
0,"While the greenhouse effect is a natural occurence, too much warming has severe negative impacts on agriculture, health and environment.","The effects of global warming or climate damage include far-reaching and long-lasting changes to the natural environment, to ecosystems and human societies caused directly or indirectly by human emissions of greenhouse gases.The impact on the environment, ecosystems, the animal kingdom, society and humanity depends on how much more the Earth warms.Generally, impacts on public health will be more negative than positive.Impacts include the direct effects of extreme weather, leading to injury and loss of life; and indirect effects, such as undernutrition brought on by crop failures.Future warming is projected to have a range of impacts, including sea level rise, increased frequencies and severities of some extreme weather events, loss of biodiversity, and regional changes in agricultural productivity."
1,"'To suddenly label CO2 as a ""pollutant"" is a disservice to a gas that has played an enormous role in the development and sustainability of all life on this wonderful Earth.","As is stated in Article 2 of the Convention, this requires that greenhouse gas (GHG) concentrations are stabilized in the atmosphere at a level where ecosystems can adapt naturally to climate change, food production is not threatened, and economic development can proceed in a sustainable fashion.Emissions trading (also known as cap and trade) is a market-based approach to controlling pollution by providing economic incentives for achieving reductions in the emissions of pollutants.On the other hand, an extensive historical analysis of technological efficiency improvements has conclusively shown that improvements in the efficiency of the use of energy and materials were almost always outpaced by economic growth, in large part because of the rebound effect (conservation) or Jevons Paradox resulting in a net increase in resource use and associated pollution.In its book, the Commission described four key elements of sustainability with respect to energy: the ability to increase the supply of energy to meet growing human needs, energy efficiency and conservation, public health and safety, and ""protection of the biosphere and prevention of more localized forms of pollution."""
1,Mother Earth has clearly ruled that CO2 is not a pollutant.',There is a scientific consensus linking human activities to global warming due to industrial carbon dioxide emissions.
0,"Although it has some very important and beneficial effects, CO2 meets the legal and encyclopedic definitions of a ""pollutant"", and human CO2 emissions pose a threat to public health and welfare.","On April 17, 2009, the Environmental Protection Agency (EPA) formally announced that it had found that greenhouse gas (GHG) poses a threat to public health and the environment (EPA 2009a).Although the natural absorption of CO 2 by the world's oceans helps mitigate the climatic effects of anthropogenic emissions of CO 2, it is believed that the resulting decrease in pH will have negative consequences, primarily for oceanic calcifying organisms.It is anticipated that continuing changes to the climate will have serious negative impacts on public, animal and ecosystem health due to extreme weather events, changing disease transmission dynamics, emerging and re-emerging diseases, and alterations to habitat and ecological systems that are essential to wildlife conservation.American Public Health Association Policy Statement Addressing the Urgent Threat of Global Climate Change to Public Health and the Environment, 2007, archived from the original on 2009-12-31 ""The long-term threat of global climate change to global health is extremely serious and the fourth IPCC report and other scientific literature demonstrate convincingly that anthropogenic GHG emissions are primarily responsible for this threat….US policy makers should immediately take necessary steps to reduce US emissions of GHGs, including carbon dioxide, to avert dangerous climate change."""
0,This growth stimulation occurs because CO2 is one of the two raw materials (the other being water) that are required for photosynthesis.,"Plants require carbon dioxide to conduct photosynthesis.Photosynthesis uses carbon dioxide and water to produce sugars from which other organic compounds can be constructed, and oxygen is produced as a by-product.The energy is used to reduce carbon dioxide from the air with electrons from water to make sugars (and other biomass) and a waste product, oxygen, in the process of photosynthesis.Photosynthetic organisms are photoautotrophs, which means that they are able to synthesize food directly from carbon dioxide and water using energy from light."
0,"Less energy is escaping to space: Carbon dioxide (CO2) acts like a blanket; adding more CO2 makes the 'blanket' thicker, and humans are adding more CO2 all the time.","The increased radiative forcing due to increased CO2 in the Earth's atmosphere is based on the physical properties of CO2 and the non-saturated absorption windows where CO2 absorbs outgoing long-wave energy.Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it (see carbon dioxide in Earth's atmosphere for a complete explanation)."
0,Satellite and surface measurements find less energy is escaping to space at CO2 absorption wavelengths.,"CO 2 absorbs and emits infrared radiation at wavelengths of 4.26 µm (asymmetric stretching vibrational mode) and 14.99 µm (bending vibrational mode) and consequently is a greenhouse gas that plays a significant role in influencing Earth's surface temperature through the greenhouse effect.The radiative forcing capacity (RF) is the amount of energy per unit area, per unit time, absorbed by the greenhouse gas, that would otherwise be lost to space.Greenhouse gases are those that absorb and emit infrared radiation in the wavelength range emitted by Earth.The peak of the thermal IR emission from Earth's surface is very close to a strong vibrational absorption band of CO 2 (wavelength 15 microns, or wavenumber 667 cm−1).On the other hand, the single CO vibrational band only absorbs IR at much shorter wavelengths (4.7 microns, or 2145 cm−1), where the emission of radiant energy from Earth's surface is at least a factor of ten lower."
0,The sun has shown no long term trend since 1950 and in fact has shown a slight cooling trend in recent decades.,"Orbital forcing from cycles in the earth's orbit around the sun has, for the past 2,000 years, caused a long-term northern hemisphere cooling trend that continued through the Middle Ages and the Little Ice Age.In the three decades following 1978, the combination of solar and volcanic activity is estimated to have had a slight cooling influence."
0,"Arctic sea ice has been steadily thinning, even in the last few years while the surface ice (eg - sea ice extent) increased slightly.","The Arctic ice pack is thinning, and a seasonal hole in the ozone layer frequently occurs.Global warming has led to decades of shrinking and thinning of the Arctic sea ice, making it vulnerable to atmospheric anomalies."
1,"Consequently, the total amount of Arctic sea ice in 2008 and 2009 are the lowest on record.","From 2008 to 2011, Arctic sea ice minimum extent was higher than 2007, but it did not return to the levels of previous years."
1,"""Twentieth century global warming did not start until  1910.","The average global temperature on Earth has increased by about 0.8° Celsius (1.4° Fahrenheit) since 1880; Two-thirds of the warming has occurred since 1975, at a rate of roughly 0.15-0.20 °C per decade."
0,"By that time CO2 emissions had already risen from the expanded use  of coal that had powered the industrial revolution, and emissions only  increased slowly from 3.5gigatonnes in 1910 to under 4gigatonnes by the  end of the Second World War.","Global annual mean CO 2 concentration has increased by more than 45% since the start of the Industrial Revolution, from 280 ppm during the 10,000 years up to the mid-18th century to 415 ppm as of May 2019.Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.The widescale use of fossil fuels, coal at first and petroleum later, to fire steam engines enabled the Industrial Revolution.Human activities since the beginning of the Industrial Revolution (around 1750) have produced a 45% increase in the atmospheric concentration of carbon dioxide, from 280 ppm in 1750 to 415 ppm in 2019."
1,"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""","""The IPCC Third Assessment Report'] conclusion that most of the observed warming of the last 50 years is likely to have been due to the increase in greenhouse gas concentrations accurately reflects the current thinking of the scientific community on this issue"".The Intergovernmental Panel on Climate Change said the likelihood was 90 percent to 99 percent that emissions of heat-trapping greenhouse gases like carbon dioxide, spewed from tailpipes and smokestacks, were the dominant cause of the observed warming of the last 50 years.The global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases."
0,"Even during a period of long term warming, there are short periods of cooling due to climate variability.",El Niño events cause short-term (approximately 1 year in length) spikes in global average surface temperature while La Niña events cause short term cooling.
0,Short term cooling over the last few years is largely due to a strong La Nina phase in the Pacific Ocean and a prolonged solar minimum.,"An especially strong Walker circulation causes La Niña, resulting in cooler ocean temperatures in the central and eastern tropical Pacific Ocean due to increased upwelling.During a period of La Niña, the sea surface temperature across the equatorial Eastern Central Pacific Ocean will be lower than normal by 3 to 5°C (5.4 to 9°F).La Niña is the positive and cold phase of the El Niño–Southern Oscillation, and is associated with cooler-than-average sea surface temperatures in the central and eastern tropical Pacific Ocean."
0,The IPCC blames human emissions of carbon dioxide for the last  warming.,"Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.Cumulative anthropogenic (i.e., human-emitted) emissions of CO 2 from fossil fuel use are a major cause of global warming, and give some indication of which countries have contributed most to human-induced climate change.Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.The global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases."
0,Greenhouse gases have been the main contributor of warming since 1970.,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.Before the Industrial Revolution, naturally occurring amounts of greenhouse gases caused the air near the surface to be warmer by about 33 °C (59 °F) than it would be in their absence.Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years."
0,"Furthermore, it is physically incorrect to state that the planet is simply ""recovering"" from the Little Ice Age.","This trend could be extrapolated to continue into the future, possibly leading to a full ice age, but the twentieth-century instrumental temperature record shows a sudden reversal of this trend, with a rise in global temperatures attributed to greenhouse gas emissions."
0,"There are a number of forcings which affect climate (eg - stratospheric aerosols, solar variations).","These include processes such as variations in solar radiation, variations in the Earth's orbit, variations in the albedo or reflectivity of the continents, atmosphere, and oceans, mountain-building and continental drift and changes in greenhouse gas concentrations.Volcanic eruptions, solar variations and anthropogenic changes in the composition of the atmosphere and land use change are external forcings.These external forcings can be natural, such as variations in solar intensity and volcanic eruptions, or caused by humans.Suggested causes of ice age periods include the positions of the continents, variations in the Earth's orbit, changes in the solar output, and volcanism.Natural climate forcings include changes in the Sun's brightness, Milankovitch cycles (small variations in the shape of Earth's orbit and its axis of rotation that occur over thousands of years) and volcanic eruptions that inject light-reflecting particles as high as the stratosphere."
0,The main reason behind this mid-century cooling was global dimming due to anthropogenic sulfate aerosol emissions.,"Although the temperature drops foreseen by this mechanism have now been discarded in light of better theory and the observed warming, aerosols are thought to have contributed a cooling tendency (outweighed by increases in greenhouse gases) and also have contributed to ""Global Dimming.""While most of the earth has warmed, the regions that are downwind from major sources of air pollution (specifically sulfur dioxide emissions) have generally cooled.From 1961 to 1990, a gradual reduction in the amount of sunlight reaching the Earth's surface was observed, a phenomenon popularly known as global dimming, typically attributed to aerosols from biofuel and fossil fuel burning."
1,"""Of the rise in temperature during the 20th century, the bulk occurred from 1900 to 1940.","""Record lowest temperature since 7.3 °C (45.1 °F) in 2000""."
1,"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""","During the winter it is very cold and dark, with the average temperature around −28 °C (−18 °F), sometimes dipping as low as −50 °C (−58 °F).Generally daytime temperatures during the summer rise to about 12 °C (54 °F) but can often drop to 3 °C (37 °F) or even below freezing."
0,Early 20th century warming was in large part due to rising solar activity and relatively quiet volcanic activity.,"The average global temperature on Earth has increased by about 0.8° Celsius (1.4° Fahrenheit) since 1880; Two-thirds of the warming has occurred since 1975, at a rate of roughly 0.15-0.20 °C per decade."
0,"Volcanoes have been relatively frequent and if anything, have exerted a cooling effect.","Large eruptions can affect temperature as ash and droplets of sulfuric acid obscure the sun and cool the Earth's lower atmosphere (or troposphere); however, they also absorb heat radiated from the Earth, thereby warming the upper atmosphere (or stratosphere).This magma tends to be extremely viscous because of its high silica content, so it often does not attain the surface but cools and solidifies at depth.Such volcanoes are able to severely cool global temperatures for many years after the eruption due to the huge volumes of sulfur and ash released into the atmosphere."
1,"""Satellite measurements indicate an absence of significant global warming since 1979, the very period that human carbon dioxide emissions have been increasing rapidly.","Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century."
0,Warming trends agree well with surface temperatures and model predictions except near the Poles.,"Sea level rise since 1990 was underestimated in older models, but now agrees well with observations.In the tropics the net effect is to produce a significant warming, while at latitudes closer to the poles a loss of albedo leads to an overall cooling effect."
0,The global dimming trend reversed around 1990 - 15 years after the global warming trend began in the mid 1970's.,"A 2007 NASA sponsored satellite-based study sheds light on the puzzling observations by other scientists that the amount of sunlight reaching Earth's surface had been steadily declining in recent decades, began to reverse around 1990."
0,(Kerr 2007) points out that the sunlight-reflecting haze that cools much of the planet seems to have thinned over the past decade or so.,"Conversely, haze in Titan's atmosphere contributes to an anti-greenhouse effect by reflecting sunlight back into space, cancelling a portion of the greenhouse effect and making its surface significantly colder than its upper atmosphere."
1,"The world has entered a 'cold mode' which is likely to bring a global dip in temperatures which will last for 20 to 30 years, they say.","They say that even if all the current pledges will be accomplished there is a chance for a 4.5 degree temperature rise in decades.These models predict an upward trend in the global mean surface temperature, with the most rapid increase in temperature being projected for the higher latitudes of the Northern Hemisphere."
0,"A natural cycle requires a forcing, and no known forcing exists that fits the fingerprints of observed warming - except anthropogenic greenhouse gases.","The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity."""
1,"The minute increase of anthropogenic CO2 in the atmosphere (0.008%) was not the cause of the warming—it was a continuation of natural cycles that occurred over the past 500 years.""","The introduction includes this statement: There is strong evidence that the warming of the Earth over the last half-century has been caused largely by human activity, such as the burning of fossil fuels and changes in land use, including agriculture and deforestation.Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years."
0,The El Nino Southern Oscillation shows close correlation to global temperatures over the short term.,The studies of historical data show the recent El Niño variation is most likely linked to global warming.
1,"However, it is unable to explain the long term warming trend over the past few decades.","In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.The New York Times highlighted their finding that the 20th century had been the warmest century in 600 years, quoting Mann saying that ""Our conclusion was that the warming of the past few decades appears to be closely tied to emission of greenhouse gases by humans and not any of the natural factors"".This long-term trend is the main cause for the record warmth of 2015 and 2016, surpassing all previous years—even ones with strong El Niño events."""
0,Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,It appears that decreasing specific humidity instead of temperature changes has caused the shrinkage of the slope glaciers since the late 19th century.Loss of glacier mass is caused by both melting and sublimation.
0,'Gore claims the snowcap atop Africa's Mt. Kilimanjaro is shrinking and that global warming is to blame.,"There are currently 11 small glaciers, which are shrinking rapidly, and will likely be gone forever by 2050, due to global warming[citation needed]."
0,"Believers think the warming is man-made, while the skeptics believe the warming is natural and contributions from man are minimal and certainly not potentially catastrophic à la Al Gore.'","Attribution sceptics or deniers (who accept the global warming trend but see natural causes for this), [and] doubt that human activities are responsible for the observed trends.The disputed issues include the causes of increased global average air temperature, especially since the mid-20th century, whether this warming trend is unprecedented or within normal climatic variations, whether humankind has contributed significantly to it, and whether the increase is completely or partially an artifact of poor measurements."
0,"The human fingerprint in global warming is evident in multiple lines of empirical evidence - in satellite measurements of outgoing infrared radiation, in surface measurements of downward infrared radiation, in the cooling stratosphere and other metrics.","It is a major aspect of climate change and has been demonstrated by direct temperature measurements and by measurements of various effects of the warming.The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity.The spatial and temporal fingerprint of warming can be traced to increasing greenhouse gas concentrations in the atmosphere, which are a direct result of burning fossil fuels, broad-scale deforestation and other human activity."""
0,Fundamental physics and global climate models both make testable predictions as to how the global climate should change in response to anthropogenic warming.,"This may be as simple as observing that the theory makes accurate predictions, which is evidence that any assumptions made at the outset are correct or approximately correct under the conditions tested."
0,"The IPCC confirms that computer modeling predicts the existence of a tropical, mid-troposphere “hot spot” about 10km above the Earth’s surface.","They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability."
0,"""The Pacific Decadal Oscillation (PDO) is a temperature pattern in the Pacific Ocean that spends roughly 20-30 years in the cool phase or the warm phase.","The PDO is a pattern of Pacific climate variability that shifts phases on at least inter-decadal time scale, usually about 20 to 30 years.The Pacific Decadal Oscillation (PDO) is a robust, recurring pattern of ocean-atmosphere climate variability centered over the mid-latitude Pacific basin.The PDO is detected as warm or cool surface waters in the Pacific Ocean, north of 20°N."
0,"In 1946, PDO switched to a cool phase.","There is evidence of reversals in the prevailing polarity (meaning changes in cool surface waters versus warm surface waters within the region) of the oscillation occurring around 1925, 1947, and 1977; the last two reversals corresponded with dramatic shifts in salmon production regimes in the North Pacific Ocean.1945/1946: The PDO changed to a ""cool"" phase, the pattern of this regime shift is similar to the 1970s episode with maximum amplitude in the subarctic and subtropical front but with a greater signature near the Japan while the 1970s shift was stronger near the American west coast."
0,"In 1977, PDO switched to a warm phase.","1976/1977: PDO changed to a ""warm"" phase."
0,The atmosphere of the Earth is less able to absorb shortwave radiation from the Sun than thermal radiation coming from the surface.,"This last phenomenon is known as the greenhouse effect: trace molecules within the atmosphere serve to capture thermal energy emitted from the ground, thereby raising the average temperature.Sunlight on the surface of Earth is attenuated by Earth's atmosphere, so that less power arrives at the surface (closer to 1,000 W/m2) in clear conditions when the Sun is near the zenith."
0,"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.","Although the temperature may be −60 °C (−76 °F; 210 K) at the tropopause, the top of the stratosphere is much warmer, and may be near 0 °C.Before the Industrial Revolution, naturally occurring amounts of greenhouse gases caused the air near the surface to be warmer by about 33 °C (59 °F) than it would be in their absence."
0,"This is called the ""atmospheric greenhouse effect"", and without it the Earth's surface would be much colder.","Without the Earth's atmosphere, the Earth's average temperature would be well below the freezing temperature of water.The greenhouse effect is the process by which radiation from a planet's atmosphere warms the planet's surface to a temperature above what it would be without this atmosphere."
0,"Glaciers are in rapid retreat worldwide, despite 1 error in 1 paragraph in a 3000 page IPCC report.","Surface temperature increases are greatest in the Arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.Glaciers have been retreating worldwide for at least the last century; the rate of retreat has increased in the past decade.""Widespread, rapid grounding line retreat of Pine Island, Thwaites, Smith, and Kohler glaciers, West Antarctica, from 1992 to 2011""."
